Blender 4.5.13 LTS (hash daeeeca98fb0 built 2026-08-25 01:31:19)
Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:35.76M (Peak 35.76M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | City foundation
Fra:1 Mem:42.08M (Peak 52.78M) | Time:00:00.03 | Mem:2.58M, Peak:2.58M | Scene, ViewLayer | Updating Geometry BVH Shared streetlight assembly 3/3 | Building BVH
Fra:1 Mem:42.08M (Peak 52.78M) | Time:00:00.03 | Mem:2.58M, Peak:2.59M | Scene, ViewLayer | Updating Geometry BVH Shared tree • trunk and crown joined 2/3 | Building BVH
Fra:1 Mem:42.08M (Peak 52.78M) | Time:00:00.03 | Mem:2.59M, Peak:2.59M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:42.08M (Peak 52.78M) | Time:00:00.03 | Mem:2.59M, Peak:2.59M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:42.08M (Peak 52.78M) | Time:00:00.06 | Mem:20.48M, Peak:28.24M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:42.08M (Peak 52.78M) | Time:00:00.06 | Mem:20.48M, Peak:28.24M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:50.78M (Peak 52.78M) | Time:00:00.06 | Mem:20.48M, Peak:28.24M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:50.78M (Peak 52.78M) | Time:00:00.06 | Mem:29.18M, Peak:29.18M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:50.78M (Peak 52.78M) | Time:00:00.06 | Mem:29.19M, Peak:29.19M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:50.78M (Peak 52.78M) | Time:00:00.06 | Mem:29.19M, Peak:29.19M | Scene, ViewLayer | Updating Images
Fra:1 Mem:50.78M (Peak 52.78M) | Time:00:00.06 | Mem:29.19M, Peak:29.19M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:50.78M (Peak 52.78M) | Time:00:00.06 | Mem:29.19M, Peak:29.19M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:50.78M (Peak 52.78M) | Time:00:00.06 | Mem:29.27M, Peak:29.27M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:50.78M (Peak 52.78M) | Time:00:00.06 | Mem:29.27M, Peak:29.27M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:51.13M (Peak 52.78M) | Time:00:00.07 | Mem:29.61M, Peak:29.61M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:51.13M (Peak 52.78M) | Time:00:00.07 | Mem:29.61M, Peak:29.61M | Scene, ViewLayer | Updating Film
Fra:1 Mem:51.13M (Peak 52.78M) | Time:00:00.07 | Mem:29.53M, Peak:29.61M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:51.13M (Peak 52.78M) | Time:00:00.07 | Mem:29.62M, Peak:29.62M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:51.13M (Peak 52.78M) | Time:00:00.07 | Mem:29.62M, Peak:29.62M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:51.14M (Peak 52.78M) | Time:00:00.07 | Mem:29.62M, Peak:29.62M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:51.14M (Peak 52.78M) | Time:00:00.07 | Mem:29.62M, Peak:29.62M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:155.59M (Peak 155.59M) | Time:00:01.13 | Remaining:00:32.68 | Mem:133.99M, Peak:133.99M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:199.54M (Peak 265.46M) | Time:00:43.16 | Mem:133.99M, Peak:133.99M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:199.54M (Peak 265.46M) | Time:00:43.16 | Mem:133.99M, Peak:133.99M | Scene, ViewLayer | Finished
Saved: '/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/renders/overlay.png'
Time: 00:43.35 (Saving: 00:00.18)

Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:14.26M (Peak 14.26M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Graph edges • exact road centre lines
Fra:1 Mem:14.29M (Peak 14.29M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_0
Fra:1 Mem:14.47M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Studio floor • excluded from GLB
Fra:1 Mem:14.47M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Warm softbox
Fra:1 Mem:14.47M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Afternoon sun
Fra:1 Mem:14.47M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sky fill
Fra:1 Mem:14.47M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:13.12M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:13.12M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:13.12M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:13.12M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:13.21M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:13.21M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Background
Fra:1 Mem:13.21M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:13.21M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:13.21M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:13.21M (Peak 14.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:13.22M (Peak 14.47M) | Time:00:00.01 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:13.22M (Peak 14.47M) | Time:00:00.01 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:13.22M (Peak 14.47M) | Time:00:00.01 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:13.22M (Peak 14.47M) | Time:00:00.01 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:13.22M (Peak 14.47M) | Time:00:00.01 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:13.24M (Peak 14.47M) | Time:00:00.01 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:13.24M (Peak 14.47M) | Time:00:00.01 | Mem:0.03M, Peak:0.03M | Scene, ViewLayer | Updating Geometry BVH Shared graph node glyph 2/1 | Building BVH
Fra:1 Mem:13.24M (Peak 14.47M) | Time:00:00.01 | Mem:0.03M, Peak:0.03M | Scene, ViewLayer | Updating Geometry BVH Shared graph node glyph 2/1 | Building BVH 0%
Fra:1 Mem:13.24M (Peak 14.47M) | Time:00:00.01 | Mem:0.04M, Peak:0.04M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:13.24M (Peak 14.47M) | Time:00:00.01 | Mem:0.04M, Peak:0.04M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:13.24M (Peak 14.47M) | Time:00:00.01 | Mem:0.23M, Peak:0.31M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:13.24M (Peak 14.47M) | Time:00:00.01 | Mem:0.23M, Peak:0.31M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:13.31M (Peak 14.47M) | Time:00:00.01 | Mem:0.23M, Peak:0.31M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:13.31M (Peak 14.47M) | Time:00:00.01 | Mem:0.31M, Peak:0.31M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:13.31M (Peak 14.47M) | Time:00:00.01 | Mem:0.31M, Peak:0.31M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:13.31M (Peak 14.47M) | Time:00:00.01 | Mem:0.31M, Peak:0.31M | Scene, ViewLayer | Updating Images
Fra:1 Mem:13.31M (Peak 14.47M) | Time:00:00.01 | Mem:0.31M, Peak:0.31M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:13.31M (Peak 14.47M) | Time:00:00.01 | Mem:0.31M, Peak:0.31M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:13.31M (Peak 14.47M) | Time:00:00.01 | Mem:0.39M, Peak:0.39M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:13.31M (Peak 14.47M) | Time:00:00.01 | Mem:0.39M, Peak:0.39M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:13.65M (Peak 14.47M) | Time:00:00.03 | Mem:0.73M, Peak:0.73M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:13.65M (Peak 14.47M) | Time:00:00.03 | Mem:0.73M, Peak:0.73M | Scene, ViewLayer | Updating Film
Fra:1 Mem:13.66M (Peak 14.47M) | Time:00:00.03 | Mem:0.65M, Peak:0.73M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:13.66M (Peak 14.47M) | Time:00:00.03 | Mem:0.73M, Peak:0.73M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:13.66M (Peak 14.47M) | Time:00:00.03 | Mem:0.73M, Peak:0.73M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:13.66M (Peak 14.47M) | Time:00:00.03 | Mem:0.73M, Peak:0.73M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:13.66M (Peak 14.47M) | Time:00:00.03 | Mem:0.73M, Peak:0.73M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:118.11M (Peak 118.11M) | Time:00:00.90 | Remaining:00:26.97 | Mem:105.10M, Peak:105.10M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:162.06M (Peak 227.98M) | Time:00:29.95 | Mem:105.10M, Peak:105.10M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:162.06M (Peak 227.98M) | Time:00:29.95 | Mem:105.10M, Peak:105.10M | Scene, ViewLayer | Finished
Saved: '/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/renders/graph.png'
Time: 00:30.10 (Saving: 00:00.13)

Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:21.15M (Peak 21.15M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Graph edges • exact road centre lines
Fra:1 Mem:21.15M (Peak 21.15M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_1
Fra:1 Mem:21.15M (Peak 21.15M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_2
Fra:1 Mem:21.21M (Peak 21.21M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_3
Fra:1 Mem:21.20M (Peak 21.21M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_4
Fra:1 Mem:21.25M (Peak 21.25M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_7
Fra:1 Mem:21.28M (Peak 21.28M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_8
Fra:1 Mem:21.31M (Peak 21.31M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_9
Fra:1 Mem:21.31M (Peak 21.31M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_10
Fra:1 Mem:21.31M (Peak 21.31M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_11
Fra:1 Mem:21.32M (Peak 21.32M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_13
Fra:1 Mem:21.34M (Peak 21.34M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_14
Fra:1 Mem:21.34M (Peak 21.34M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_15
Fra:1 Mem:21.35M (Peak 21.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_17
Fra:1 Mem:21.35M (Peak 21.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_18
Fra:1 Mem:21.35M (Peak 21.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_19
Fra:1 Mem:21.35M (Peak 21.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_20
Fra:1 Mem:21.35M (Peak 21.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_21
Fra:1 Mem:21.35M (Peak 21.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_22
Fra:1 Mem:21.35M (Peak 21.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_23
Fra:1 Mem:21.35M (Peak 21.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_25
Fra:1 Mem:21.35M (Peak 21.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_26
Fra:1 Mem:21.36M (Peak 21.36M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_28
Fra:1 Mem:21.36M (Peak 21.36M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_30
Fra:1 Mem:21.38M (Peak 21.38M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_31
Fra:1 Mem:21.38M (Peak 21.38M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_32
Fra:1 Mem:21.40M (Peak 21.40M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_33
Fra:1 Mem:21.40M (Peak 21.40M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_34
Fra:1 Mem:21.42M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_35
Fra:1 Mem:21.42M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_36
Fra:1 Mem:21.40M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_39
Fra:1 Mem:21.40M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_40
Fra:1 Mem:21.40M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_41
Fra:1 Mem:21.40M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_42
Fra:1 Mem:21.41M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_43
Fra:1 Mem:21.41M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_44
Fra:1 Mem:21.41M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_45
Fra:1 Mem:21.41M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_47
Fra:1 Mem:21.41M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_49
Fra:1 Mem:21.42M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_50
Fra:1 Mem:21.42M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_52
Fra:1 Mem:21.42M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_53
Fra:1 Mem:21.42M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_54
Fra:1 Mem:21.42M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Node_55
Fra:1 Mem:21.42M (Peak 21.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Studio floor • excluded from GLB
Fra:1 Mem:21.43M (Peak 21.43M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sky fill
Fra:1 Mem:21.43M (Peak 21.43M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:17.72M (Peak 21.43M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:17.72M (Peak 21.43M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:17.72M (Peak 21.43M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:17.72M (Peak 21.43M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:17.84M (Peak 21.43M) | Time:00:00.00 | Mem:0.04M, Peak:0.04M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:17.84M (Peak 21.43M) | Time:00:00.00 | Mem:0.04M, Peak:0.04M | Scene, ViewLayer | Updating Background
Fra:1 Mem:17.84M (Peak 21.43M) | Time:00:00.00 | Mem:0.04M, Peak:0.04M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:17.84M (Peak 21.43M) | Time:00:00.00 | Mem:0.04M, Peak:0.04M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:17.84M (Peak 21.43M) | Time:00:00.00 | Mem:0.04M, Peak:0.04M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:17.84M (Peak 21.43M) | Time:00:00.00 | Mem:0.04M, Peak:0.04M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:17.86M (Peak 21.43M) | Time:00:00.00 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:17.86M (Peak 21.43M) | Time:00:00.00 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:17.86M (Peak 21.43M) | Time:00:00.00 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:17.86M (Peak 21.43M) | Time:00:00.00 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:17.86M (Peak 21.43M) | Time:00:00.00 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:17.90M (Peak 21.43M) | Time:00:00.00 | Mem:0.06M, Peak:0.06M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:17.89M (Peak 21.43M) | Time:00:00.00 | Mem:0.09M, Peak:0.09M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:17.89M (Peak 21.43M) | Time:00:00.00 | Mem:0.09M, Peak:0.09M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:17.89M (Peak 21.43M) | Time:00:00.00 | Mem:0.21M, Peak:0.21M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:1 Mem:17.89M (Peak 21.43M) | Time:00:00.00 | Mem:0.38M, Peak:0.51M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:17.89M (Peak 21.43M) | Time:00:00.00 | Mem:0.38M, Peak:0.51M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:18.01M (Peak 21.43M) | Time:00:00.00 | Mem:0.38M, Peak:0.51M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:18.01M (Peak 21.43M) | Time:00:00.00 | Mem:0.50M, Peak:0.51M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:18.01M (Peak 21.43M) | Time:00:00.00 | Mem:0.50M, Peak:0.51M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:18.01M (Peak 21.43M) | Time:00:00.00 | Mem:0.50M, Peak:0.51M | Scene, ViewLayer | Updating Images
Fra:1 Mem:18.01M (Peak 21.43M) | Time:00:00.00 | Mem:0.50M, Peak:0.51M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:18.01M (Peak 21.43M) | Time:00:00.00 | Mem:0.50M, Peak:0.51M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:18.01M (Peak 21.43M) | Time:00:00.00 | Mem:0.58M, Peak:0.58M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:18.01M (Peak 21.43M) | Time:00:00.00 | Mem:0.58M, Peak:0.58M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:18.34M (Peak 21.43M) | Time:00:00.01 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:18.34M (Peak 21.43M) | Time:00:00.01 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Film
Fra:1 Mem:18.34M (Peak 21.43M) | Time:00:00.01 | Mem:0.82M, Peak:0.91M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:18.34M (Peak 21.43M) | Time:00:00.01 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:18.34M (Peak 21.43M) | Time:00:00.01 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:18.34M (Peak 21.43M) | Time:00:00.01 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:18.34M (Peak 21.43M) | Time:00:00.01 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:122.79M (Peak 122.79M) | Time:00:00.69 | Remaining:00:20.84 | Mem:105.28M, Peak:105.28M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:166.74M (Peak 232.66M) | Time:00:29.65 | Mem:105.28M, Peak:105.28M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:166.74M (Peak 232.66M) | Time:00:29.65 | Mem:105.28M, Peak:105.28M | Scene, ViewLayer | Finished
Saved: '/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/renders/degree.png'
Time: 00:29.80 (Saving: 00:00.15)

Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:44.83M (Peak 44.83M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | City foundation
Fra:1 Mem:44.83M (Peak 44.83M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Two riverbanks
Fra:1 Mem:44.83M (Peak 44.83M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | River retaining walls
Fra:1 Mem:44.83M (Peak 44.83M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Park_5-1
Fra:1 Mem:44.83M (Peak 44.83M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_0-1
Fra:1 Mem:44.84M (Peak 44.84M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_1-9
Fra:1 Mem:44.84M (Peak 44.84M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_2-10
Fra:1 Mem:44.84M (Peak 44.84M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_2-3
Fra:1 Mem:44.84M (Peak 44.84M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_4-12
Fra:1 Mem:44.84M (Peak 44.84M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_5-13
Fra:1 Mem:44.85M (Peak 44.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_5-6
Fra:1 Mem:44.85M (Peak 44.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_6-14
Fra:1 Mem:44.85M (Peak 44.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_6-7
Fra:1 Mem:44.85M (Peak 44.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_7-15
Fra:1 Mem:44.85M (Peak 44.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_8-16
